Food,Food_group,DQQ_food_group,USDA_FDC_ID,Energy_kcal,Carbohydrates,Fiber,Monounsaturated_FAs_g,Polyunsaturated_FAs_g,Unsaturated_FAs_g,Saturated_FAs_g,VitA_RAE_mcg,VitC_mg,VitD_mcg,VitE_mg,Thiamin_mg,Riboflavin_mg,Niacin_mg,VitB6_mg,Folate_DFE_mcg,VitB12_mcg,Choline_mg,Iron_mg,Zinc_mg,Calcium_mg,Potassium_mg,Magnesium_mg,Sodium,DHA_g,EPA_g,DPA_g,ALA_g,His_g,Ile_g,Leu_g,Lys_g,Met_g_SAA,Cys_g_SAA,Phe_g_AAA,Trp_g_AAA,Tyr_g_AAA,Thr_g,Val_g,EAA_quantity,DIAAS,Phytate_mg,Iron_Abs,Zinc_Abs,DQQ_question,Comments,Food_long,Country,Liquids,Dried_Foods
Jute mallow leaves,Vegetables,Dark green leafy vegetables,N/A,50,3.2,8.35,0.03,0.19,0.22,0.06,263.5,52,0,0.43,0.1,0.26,1.35,0.5,89.5,0,20,6.35,0.67,277.5,206,62,10.5,0,0,0,0,0.05,0.14,0.23,0.16,0.05,0.03,0.14,0.04,0.11,0.12,0.15,1.22,0.8,38.75,0.1,0.44,Q6.1,,"Jute mallow leaves (ewedu), average of raw and cooked (boiled)",Nigeria,0,0
Pumpkin leaves,Vegetables,Dark green leafy vegetables,N/A,20,2.86,2.7,0.04,0.02,0.06,0.16,88.5,6,0,0.96,0.08,0.13,0.89,0.2,30.5,0,21,2.71,0.2,41,437,38,9.5,0,0,0,0.07,0.05,0.15,0.3,0.19,0.05,0.03,0.16,0.04,0.15,0.15,0.17,1.41,0.8,36.14,0.1,0.44,Q6.1,,"Pumpkin leaves, average of raw and cooked (boiled)",Nigeria,0,0
Spinach,Vegetables,Dark green leafy vegetables,N/A,23,3.69,2.3,0.01,0.14,0.15,0.05,496.5,18.95,0,2.06,0.09,0.21,0.61,0.22,170,0,19.5,3.14,0.65,117.5,512,83,74.5,0,0,0,0.14,0.07,0.15,0.23,0.18,0.05,0.04,0.13,0.04,0.11,0.12,0.16,1.28,0.8,12.01,0.1,0.44,Q6.1,,"Spinach, average of raw and cooked (boiled)",Nigeria,0,0
Waterleaf,Vegetables,Dark green leafy vegetables,N/A,41,4.35,3.95,0.05,0.3,0.35,0.18,266,24,0,0.94,0.03,0.14,0.85,0.2,18,0,20,0.95,0.75,98.5,312,131.5,33.5,0,0,0,0.2,0.05,0.14,0.23,0.16,0.05,0.03,0.14,0.04,0.11,0.12,0.15,1.22,0.8,29.4,0.1,0.44,Q6.1,,"Waterleaf, average of raw and cooked (boiled)",Nigeria,0,0
Wild spinach,Vegetables,Dark green leafy vegetables,N/A,45,2.5,4.3,0.05,0.3,0.35,0.18,72,31,0,0.43,0.06,0.13,1.6,0.22,47,0,20,3.8,0.62,229.5,341,67,24,0,0,0,0.2,0.05,0.14,0.23,0.16,0.05,0.03,0.14,0.04,0.11,0.12,0.15,1.22,0.8,12.01,0.1,0.44,Q6.2,"Phytate value for wild spinach missing, used value for spinach as a proxy","Wild spinach (okazi), average of raw and cooked (boiled)",Nigeria,0,0
Cabbage,Vegetables,Other vegetables,N/A,24,5.66,2.2,0.02,0.02,0.04,0.02,4.5,37.05,0,0.15,0.06,0.04,0.24,0.12,36.5,0,15.5,0.32,0.19,44,183,13.5,13,0,0,0,0.12,0.02,0.03,0.04,0.04,0.01,0.01,0.03,0.01,0.02,0.04,0.04,0.3,0.8,11.77,0.1,0.44,Q7.1,,"Cabbage, average of raw and cooked (boiled)",Nigeria,0,0
Cucumber,Vegetables,Other vegetables,N/A,13,2.9,0.6,0.01,0.03,0.03,0.06,4.5,3,0,0.03,0.03,0.03,0.07,0.05,10.5,0,5.85,0.25,0.19,15,141.5,12.5,2,0,0,0,0.12,0.01,0.02,0.03,0.03,0.01,0.01,0.03,0.01,0.01,0.02,0.02,0.16,0.8,16.94,0.1,0.44,Q7.1,,"Cucumber, average of with and without peel, raw",Nigeria,0,0
Garden eggplant,Vegetables,Other vegetables,04_103 (from WA FCT),35,4.2,4.3,0.03,0.22,0.25,0.1,11,1,0,0.1,0.05,0.08,0.6,0.04,18,0,10.73,0.9,0.19,12,128,16,3,0,0,0,0.04,0.02,0.04,0.06,0.06,0.01,0.01,0.04,0.01,0.03,0.04,0.05,0.37,0.8,19,0.1,0.44,Q7.1,,"Native eggplant, fruit, boiled (without salt), drained",Nigeria,0,0
Lettuce,Vegetables,Other vegetables,169249,15,2.87,1.3,0.01,0.08,0.09,0.02,370,9.2,0,0.22,0.07,0.08,0.38,0.09,38,0,13.6,0.86,0.18,36,194,13,28,0,0,0,0.12,0.02,0.08,0.08,0.08,0.02,0.02,0.06,0.01,0.03,0.06,0.07,0.53,0.8,3,0.1,0.44,Q7.1,,"Lettuce, green leaf, raw",Nigeria,0,0
Dried okra,Vegetables,Other vegetables,04_077 (from WA FCT),245,21.8,45.3,0.06,0.82,0.88,0.52,25,16,0,4.1,0.32,0.57,9.7,2.1,570,0,10.73,6.4,4.64,781,2530,548,77,0,0,0,0.24,0.02,0.04,0.06,0.06,0.01,0.01,0.04,0.01,0.03,0.04,0.05,0.37,0.8,117.99,0.1,0.3,Q7.1,,"Okra, fruit, dried",Nigeria,0,1
Okra,Vegetables,Other vegetables,N/A,121,13.44,2.05,2.51,2.55,5.06,0.93,12,9.95,0.05,1.19,0.2,0.11,1.43,0.11,74,0.02,12.25,1,0.44,64.5,123,29.5,161,0,0,0,0.07,0.03,0.07,0.1,0.08,0.02,0.02,0.06,0.02,0.08,0.06,0.09,0.61,0.8,13,0.1,0.44,Q7.1,,"Okra (lady finger), average of boiled and fried",Nigeria,0,0
Onion,Vegetables,Other vegetables,N/A,69,9.12,1.6,0.74,1.85,2.6,0.52,0,4.8,0,0.24,0.05,0.03,0.11,0.15,17,0,6.47,0.24,0.2,21.67,148.33,10,6.33,0,0,0,0.12,0.02,0.03,0.03,0.05,0.01,0.01,0.03,0.02,0.02,0.02,0.02,0.25,0.8,6.96,0.1,0.44,Q7.1,"Onion not included in the DQQ, considered as a vegetable and assigned to Q7.1","Onion, average of white and yellow, and of raw and cooked (boiled and sauteed)",Nigeria,0,0
Snail,Animal-source foods,Land mollusks,07_084 (from WA FCT),138,8.3,0,0.06,0.19,0.25,0.08,47,21,0,8.6,0.03,0.02,2.3,0.04,12,1.4,67.07,2.9,2.86,105,25,102,55,0.3,0.17,0.07,0.01,0.6,1.06,1.82,2.03,0.67,0.25,0.91,0.25,0.77,1,1.15,10.48,1,0,0.15,0.44,Q20,"Snail not included in the DQQ, considered as a mollusk and assigned to Q20","Snail, cooked",Nigeria,0,0
Egg,Animal-source foods,Eggs,N/A,164,1.05,0,4.89,2.45,7.34,3.56,175.25,0,1.98,1.2,0.05,0.44,0.07,0.15,42.5,0.9,269.88,1.47,1.14,56.5,131.75,11.25,157.75,0.05,0,0,0.35,0.28,0.63,1.01,0.84,0.35,0.26,0.63,0.15,0.47,0.53,0.77,5.92,1.1,0,0.15,0.44,Q13,,"Egg, average of various cooking methods (omelet, scrambled, boiled, fried)",Nigeria,0,0
Beef,Animal-source foods,Unprocessed red meat (ruminant),N/A,267,0,0,7.52,0.65,8.17,6.58,4.6,0,0.25,0.22,0.08,0.22,4.6,0.36,7.83,2.58,90.22,2.43,5.8,9.5,324.83,22.17,63,0,0,0.01,0.01,0.9,1.23,2.16,2.31,0.7,0.3,1.06,0.27,0.91,1.16,1.32,12.32,1.12,0,0.2,0.44,Q17,,"Beef, average of various cuts, deegrees of fat, and cooking methods",Nigeria,0,0
Sirloin steak (beef),Animal-source foods,Unprocessed red meat (ruminant),N/A,278,0,0,7.4,1.13,8.52,6.89,1,0,0.25,0.49,0.1,0.21,5.5,0.5,8.5,2.47,106.15,2.58,5.21,16,371,25,63.5,0,0,0.02,0.01,0.92,1.26,2.21,2.34,0.72,0.34,1.09,0.25,0.91,1.17,1.37,12.57,1.12,0,0.2,0.44,Q17,Used ALA value for composite beef,"Beef, top sirloin, steak, separable lean and fat, trimmed to 1/8"" fat, average of various cooking methods",Nigeria,0,0
Ground beef,Animal-source foods,Unprocessed red meat (ruminant),N/A,253,0,0,7.02,0.46,7.49,6.06,3,0,0,0.12,0.05,0.18,5.51,0.37,9.2,2.76,82.86,2.67,6.36,25.6,341.6,22,82.2,0,0,0,0.04,0.85,1.15,2.03,2.16,0.67,0.27,1.02,0.13,0.8,1.01,1.28,11.35,1.12,0,0.2,0.44,Q17,,"Beef, ground, average of various degrees of fat, forms, and cooking methods",Nigeria,0,0
Beef head,Animal-source foods,Unprocessed red meat (ruminant),2341251,257,0,0,7.348,0.727,8.075,6.728,3,0,0.2,0.31,0.067,0.188,5.415,0.474,7,1.8,82.6,2.18,5.06,13,269,20,357,0.001,0.003,0.012,0.01,0.9,1.23,2.16,2.31,0.7,0.3,1.06,0.27,0.91,1.16,1.32,12.32,1.12,0,0.2,0.44,Q17,No other cooking methods available; Used ALA and eaa values for composite beef,"Beef, cow head, barbecued, no sauce added",Nigeria,0,0
Veal chops,Animal-source foods,Unprocessed red meat (ruminant),172651,199,0.15,0,4.78,0.56,5.33,3.72,0,0,1.3,0.47,0.1,0.45,4.94,0.41,6,3.44,128.1,1.59,4.71,24,235,33,111,0,0,0,0.01,0.93,1.27,2.05,2.12,0.6,0.29,1.04,0.26,0.82,1.12,1.42,11.92,1.12,0,0.2,0.44,Q17,No other cooking methods available; Used ALA value for composite beef,"Veal, shoulder, blade chop, separable lean and fat, cooked, grilled",Nigeria,0,0
Goat,Animal-source foods,Unprocessed red meat (ruminant),175304,143,0,0,1.36,0.23,1.59,0.93,0,0,0,0.34,0.09,0.61,3.95,0,5,1.19,106.4,3.73,5.27,17,405,0,86,0,0,0,0.02,0.57,1.37,2.26,2.02,0.73,0.32,0.94,0.4,0.83,1.29,1.45,12.18,1.12,0,0.2,0.44,Q17,No other cooking methods available,"Game meat, goat, cooked, roasted",Nigeria,0,0
Mutton,Animal-source foods,Unprocessed red meat (ruminant),167634,234,0.08,0,4.46,0.81,5.27,5.14,0,0,0,0.8,0.06,0.3,6.52,0.38,5,4.44,100.6,4.76,5.93,10,409,31,135,0,0,0,0.15,0.98,1.59,2.76,3,0.92,0.35,1.4,0.26,1.16,1.4,1.68,15.49,1.12,0,0.2,0.44,Q17,"No other cooking methods available; Used fibre, vit A, C and D, folate, DHA, EPA, DPA values from goat","Mutton, cooked, roasted",Nigeria,0,0
Lamb,Animal-source foods,Unprocessed red meat (ruminant),N/A,252,0,0,6.51,1.25,7.75,6.33,0,0,0.1,0.17,0.1,0.26,6.6,0.14,20.6,2.63,100.6,2.08,4.92,17.4,309,26,76,0,0,0,0.02,0.82,1.25,2.01,2.28,0.66,0.31,1.05,0.3,0.87,1.1,1.39,12.04,1.12,0,0.2,0.44,Q17,,"Lamb, average of various cuts, deegrees of fat, and cooking methods",Nigeria,0,0
Beef liver,Animal-source foods,Organ meat,N/A,183,5.15,0,1.12,1.07,2.18,2.74,8593,1.3,1.2,0.49,0.19,3.43,17.5,1.02,256.5,76.86,422.1,6.36,5.27,6,351.5,21.5,78,0,0,0,0.02,0.84,1.29,2.55,2.15,0.73,0.5,1.45,0.35,1.08,1.16,1.68,13.78,1.12,0,0.2,0.44,Q17,,"Beef liver, average of various cooking methods",Nigeria,0,0
Pork,Animal-source foods,Unprocessed red meat (non-ruminant),N/A,286,0,0,8.52,2.34,10.86,7.05,3.2,0.22,1.38,0.26,0.51,0.34,5.79,0.38,2.4,0.77,88.98,1.21,3.21,30.8,335.8,20.6,76,0,0,0.01,0.11,1.03,1.21,2.09,2.31,0.69,0.31,1.05,0.32,0.94,1.16,1.36,12.47,1.26,0,0.15,0.44,Q18,,"Pork, average of various cuts, deegrees of fat, and cooking methods",Nigeria,0,0
Ground pork,Animal-source foods,Unprocessed red meat (non-ruminant),N/A,288,0.55,0,8.92,2.7,11.61,6.71,0,0,0.5,0.44,0.35,0.46,8.57,0.54,3.67,0.97,85.63,1.16,2.54,20,345,21.67,89.33,0.01,0,0.02,0.12,1.07,1.24,2.17,2.33,0.72,0.31,1.16,0.35,1.15,1.15,1.37,13.02,1.26,0,0.15,0.44,Q18,No other cooking methods available,"Pork, ground, average of various degrees of fat, cooked, pan-broiled",Nigeria,0,0
Shoulder blade steak (pork),Animal-source foods,Unprocessed red meat (non-ruminant),N/A,263,0,0,7.7,1.77,9.47,6.27,2.5,0.15,1.4,0.21,0.6,0.38,3.97,0.36,2,1,95.1,1.58,4.68,31,315.5,22,63.5,0,0,0,0.08,1.05,1.22,2.09,2.31,0.68,0.31,1.04,0.29,0.92,1.15,1.35,12.42,1.26,0,0.15,0.44,Q18,,"Pork, fresh, shoulder, blade, boston (steaks), separable lean and fat, average of various cooking methods",Nigeria,0,0
Pork feet,Animal-source foods,Unprocessed red meat (non-ruminant),168290,238,0,0,8.01,1.54,9.55,4.34,0,0,0,0.09,0.02,0.06,0.59,0.04,2,0.41,75.4,0.98,1.05,0,33,5,73,0,0,0,0.06,1.03,1.21,2.09,2.31,0.69,0.31,1.05,0.32,0.94,1.16,1.36,12.47,1.26,0,0.15,0.44,Q18,Used eaa values for composite pork,"Pork, fresh, variety meats and by-products, feet, cooked, simmered",Nigeria,0,0
Chicken wings,Animal-source foods,Poultry,N/A,275,0.8,0.03,7.73,4.04,11.77,5.25,30,0,0.15,0.48,0.05,0.13,5.88,0.4,6.67,0.27,81.3,1.07,1.68,15,176,18,80.67,0.04,0.01,0.02,0.16,0.75,1.16,1.81,2.04,0.63,0.31,0.94,0.28,0.79,1.02,1.19,10.91,1.08,0,0.15,0.44,Q19,,"Chicken, broilers or fryers, wing, meat and skin, average of various cooking methods",Nigeria,0,0
Whole chicken (excl giblets & neck),Animal-source foods,Poultry,N/A,242,1.05,0.03,5.39,3.04,8.43,3.78,39.67,0,0.03,0.39,0.07,0.17,7.69,0.34,7,0.27,67.7,1.27,1.91,15,207.67,22.33,77.67,0.04,0.01,0.02,0.16,0.79,1.34,1.96,2.18,0.72,0.36,1.05,0.3,0.87,1.11,1.31,11.98,1.08,0,0.15,0.44,Q19,Used ALA value for chicken wings,"Chicken, broilers or fryers, meat and skin, average of various cooking methods",Nigeria,0,0
Whole chicken (incl giblets & neck),Animal-source foods,Poultry,N/A,241,1.13,0,5.33,3.04,8.36,3.77,204.33,0.5,0,0.33,0.07,0.23,7.41,0.34,29.33,0.95,73.3,1.73,2.17,15.33,204,22.33,77,0.04,0.01,0.02,0.16,0.77,1.33,1.95,2.14,0.7,0.36,1.05,0.3,0.86,1.11,1.3,11.86,1.08,0,0.15,0.44,Q19,Used ALA value for chicken wings,"Chicken, broilers or fryers, meat and skin and giblets and neck, average of various cooking methods",Nigeria,0,0
Duck,Animal-source foods,Poultry,N/A,337,0,0,12.87,3.64,16.52,9.65,63,0,0.1,0.7,0.17,0.27,4.82,0.18,6,0.3,50.3,2.7,1.86,11,203.5,16,140,0,0,0,0.08,0.46,0.87,1.47,1.49,0.48,0.3,0.75,0.23,0.64,0.77,0.94,8.39,1.08,0,0.15,0.44,Q19,,"Duck, average of different cooking methods",Nigeria,0,0
Guinea fowl,Animal-source foods,Poultry,N/A,138,0,0,0.8,1.03,1.83,0.93,10.5,2,0.85,1.12,0.1,0.25,11,0.37,4.5,0.28,75.47,1.15,1.8,27.5,101.5,23.5,15.5,0.02,0.01,0.01,0.03,0.7,1.1,1.82,2.03,0.65,0.32,0.94,0.28,0.8,1,1.13,10.76,1.08,0,0.15,0.44,Q19,,"Guinea fowl meat, average of different cooking methods",Nigeria,0,0
Turkey,Animal-source foods,Poultry,N/A,195,0.54,0,2.98,2.37,5.34,2.18,14,0,0.4,0.12,0.05,0.26,8.49,0.55,8.67,0.95,75.83,1.03,2.31,14.67,214.67,26.67,316.33,0.01,0.01,0.01,0.11,0.75,0.8,1.93,2.28,0.72,0.27,0.9,0.29,0.82,1,0.9,10.66,1.08,0,0.15,0.44,Q19,,"Turkey, light and dark meat, average of various cooking methods",Nigeria,0,0
Chicken gizzard,Animal-source foods,Organ meat,171457,154,0,0,0.53,0.35,0.88,0.67,0,0,0,0.2,0.03,0.21,3.12,0.07,5,1.04,104.4,3.19,4.42,17,179,3,56,0,0,0,0,0.77,1.33,1.95,2.14,0.7,0.36,1.05,0.3,0.86,1.11,1.3,11.86,1.08,0,0.15,0.44,Q19,No other cooking methods available; used eaa values for whole chicken (incl giblets & neck),"Chicken, gizzard, all classes, cooked, simmered",Nigeria,0,0
Dried & salted stockfish,Animal-source foods,Fish and seafood,174190,290,0,0,0.34,0.8,1.15,0.46,42,3.5,4,2.84,0.27,0.24,7.5,0.86,25,10,291.3,2.5,1.59,160,1458,133,7027,0.42,0.01,0.04,0.08,1.85,2.9,5.11,5.77,1.86,0.67,2.45,0.7,2.12,2.75,3.24,29.42,1,0,0.15,0.44,Q20,,"Fish, cod, Atlantic, dried and salted",Nigeria,0,1
Catfish,Animal-source foods,Fish and seafood,N/A,191,2.93,0.13,4.7,2.98,7.69,2.36,8.25,0,0.28,1.62,0.06,0.11,2.64,0.17,19.5,2.95,75.53,0.49,0.58,13.25,348.75,22.75,327.25,0.06,0.02,0.02,0.04,0.56,1.03,1.76,1.94,0.65,0.24,0.9,0.24,0.75,0.97,1.11,10.14,1,0,0.15,0.44,Q20,,"Catfish, fresh, average of various cooking methods ",Nigeria,0,0
Mudfish,Animal-source foods,Fish and seafood,N/A,136,0,0,1.04,1.53,2.57,1.58,11,0,1.2,0.45,0.08,0.04,7.7,0.27,14,4,62.9,0.55,1.42,30.5,321.5,28,46.5,0.09,0.05,0.05,0.04,0.56,1.03,1.76,1.94,0.65,0.24,0.9,0.24,0.75,0.97,1.11,10.14,1,0,0.15,0.44,Q20,,"North African catfish, fresh, average of various cooking methods",Nigeria,0,0
Croaker,Animal-source foods,Fish and seafood,171957,221,7.54,0.4,5.32,2.92,8.24,3.48,23,0,1.69,1.05,0.09,0.13,4.3,0.26,45,2.1,62.9,0.86,0.52,32,340,42,348,0.09,0.11,0.08,0.01,0.53,0.85,1.48,1.57,0.53,0.22,0.74,0.21,0.62,0.79,0.95,8.47,1,0,0.15,0.44,Q20,No other cooking methods available,"Fish, croaker, Atlantic, cooked, breaded and fried",Nigeria,0,0
Mackerel,Animal-source foods,Fish and seafood,N/A,251,2.93,0.13,5.69,4.38,10.06,3.75,35,1.4,9.97,2.03,0.15,0.45,8.77,0.37,11.25,8,75.4,1.57,0.82,26.5,438.5,48.5,282.75,0.94,0.54,0.13,0,0.7,1.1,1.94,2.19,0.71,0.26,0.93,0.27,0.81,1.05,1.23,11.17,1,0,0.15,0.44,Q20,Used ALA value for sardines,"Mackerel, fresh, average of various cooking methods",Nigeria,0,0
Canned mackerel,Animal-source foods,Fish and seafood,175121,156,0,0,2.23,1.65,3.88,1.86,130,0.9,7.3,1.03,0.04,0.21,6.18,0.21,5,6.94,85,2.04,1.02,241,194,37,379,0.8,0.43,0.1,0,0.68,1.07,1.89,2.13,0.69,0.25,0.91,0.26,0.78,1.02,1.2,10.86,1,0,0.15,0.44,Q20,Used ALA value for sardines,"Fish, mackerel, jack, canned, drained solids",Nigeria,0,0
Canned sardines,Animal-source foods,Fish and seafood,175139,208,0,0,3.87,5.15,9.02,1.53,32,0,4.8,2.04,0.08,0.23,5.25,0.17,10,8.94,75,2.92,1.31,382,397,39,307,0.51,0.47,0,0,0.73,1.13,2,2.26,0.73,0.26,0.96,0.28,0.83,1.08,1.27,11.53,1,0,0.15,0.44,Q20,Used ALA value for sardines,"Fish, sardine, Atlantic, canned in oil, drained solids with bone",Nigeria,0,0
Sardines,Animal-source foods,Fish and seafood,N/A,141,0,0,1.09,0.82,1.91,1.62,15.5,0,4.2,0.51,0.02,0.19,13.5,1.4,22.5,9.5,75,1.9,2.04,66,243.5,51,60.5,0.51,0.47,0,0,0.73,1.13,2,2.26,0.73,0.26,0.96,0.28,0.83,1.08,1.27,11.53,1,0,0.15,0.44,Q20,"Used choline, DHA, EPA, DPA, and eaa values for canned sardines","Sardine, fillet, average of various cooking methods",Nigeria,0,0
Dried shrimp,Animal-source foods,Fish and seafood,2341781,250,0,0,0.27,1.71,1.98,0.47,0,10.2,0,2.75,0.02,0.04,1.4,0.03,22,1.85,202.2,5.32,4.9,362,200,82,2175,0.63,0.73,0.13,0,0.72,1.26,2.17,2.41,0.79,0.29,1.08,0.29,0.91,1.19,1.37,12.49,1,0,0.15,0.44,Q20,Used ALA value for dried crayfish,"Shrimp, dried",Nigeria,0,1
Dried crayfish,Animal-source foods,Fish and seafood,09_057 (from WA FCT),322.00,7.90,0.00,0.92,1.05,1.97,1.83,9.00,3.70,0.00,1.10,0.03,0.22,8.40,0.70,140.00,5.90,202.20,2.53,6.83,252.20,1107.00,670.00,1298.00,0.63,0.73,0.13,0.00,0.93,1.62,2.79,3.11,1.02,0.38,1.39,0.38,1.17,1.53,1.77,16.08,1,0,0.15,0.44,Q20,"Used choline, DHA, EPA, DPA values for dried shrimp","Shrimp (crayfish), whole, dried",Nigeria,0,1
Tilapia,Animal-source foods,Fish and seafood,N/A,157.6,2.35,0.1,2.07,1.82,3.89,1.42,6.6,0,3.58,1.08,0.08,0.08,4.69,0.17,28.2,1.67,50.28,0.83,0.41,15,355,32.2,231.2,0.1,0.01,0.05,0.05,0.59,1.22,2.04,2.32,0.77,0.27,1.05,0.27,0.87,1.16,1.28,11.81,1,0,0.15,0.44,Q20,,"Tilapia, average of various cooking methods",Nigeria,0,0
Canned tuna,Animal-source foods,Fish and seafood,173708,198,0,0,2.95,2.89,5.83,1.53,23,0,6.7,0.87,0.04,0.12,12.4,0.11,5,2.2,29.3,1.39,0.9,13,207,31,416,0.1,0.03,0,0,0.86,1.34,2.37,2.68,0.86,0.31,1.14,0.33,0.98,1.28,1.5,13.64,1,0,0.15,0.44,Q20,Used ALA value for sardines,"Fish, tuna, light, canned in oil, drained solids",Nigeria,0,0
Sour milk,Animal-source foods,Milk,10_022 (from WA FCT),62,4,0,1.09,0.12,1.21,2.2,39,1,0.1,0.17,0.04,0.2,0.7,0.02,1,0.19,14.3,0.1,0.28,117,126,11,43,0,0,0,0.02,0.1,0.16,0.3,0.26,0.08,0.02,0.16,0.04,0.16,0.13,0.21,1.63,1.16,0,0.15,0.44,Q25,"Used choline, DHA, EPA, DPA, and eaa from whole cow milk","Milk, cow, whole, fermented",Nigeria,1,0
Whole cow milk,Animal-source foods,Milk,172217,61,4.78,0,0.81,0.2,1.01,1.87,46,0,0.1,0.07,0.05,0.17,0.09,0.04,5,0.45,14.3,0.03,0.37,113,132,10,43,0,0,0,0.08,0.1,0.16,0.3,0.26,0.08,0.02,0.16,0.04,0.16,0.13,0.21,1.63,1.16,0,0.15,0.44,Q25,,"Milk (cow), whole, 3.25% milkfat, without added vitamin A and vitamin D",Nigeria,1,0
Whole evaporated milk,Animal-source foods,Milk,10_016 (from WA FCT),157,12.6,0,2.21,0.16,2.37,5.72,80,1,0,0.21,0.12,0.35,2.3,0.04,6,0.15,36.8,0.2,0.96,258,253,60,106,0,0,0,0.03,0.24,0.42,0.77,0.68,0.21,0.05,0.42,0.1,0.41,0.34,0.53,4.18,1.16,0,0.15,0.44,Q25," Used choline, DHA, EPA, DPA, and eaa from whole cow milk adjusted for energy density","Milk, cow, canned, evaporated",Nigeria,1,0
Skimmed milk powder,Animal-source foods,Milk,170877,362,51.98,0,0.201,0.03,0.23,0.499,6,6.8,0,0,0.415,1.55,0.951,0.361,50,4.03,169.2,0.32,4.08,1257,1794,110,535,0,0,0,0.03,0.98,2.19,3.54,2.87,0.91,0.33,1.75,0.51,1.75,1.63,2.42,18.87,1.16,0,0.15,0.44,Q25,Used ALA value from whole milk powder adjusted for lipid content of skimmed milk powder,"Milk, dry, nonfat, regular, without added vitamin A and vitamin D",Nigeria,1,1
Whole milk powder,Animal-source foods,Milk,173454,496,38.42,0,7.92,0.67,8.59,16.74,258,8.6,0.5,0.58,0.28,1.21,0.65,0.3,37,3.25,117.4,0.47,3.34,912,1330,85,371,0,0,0,0.65,0.71,1.59,2.58,2.09,0.66,0.24,1.27,0.37,1.27,1.19,1.76,13.74,1.16,0,0.15,0.44,Q25,,"Milk (cow), dry, whole, without added vitamin A and vitamin D",Nigeria,1,1
Fortified margarine,Oils and fats,N/A,11_029 (from WA FCT),728,0.8,0,36.4,15.1,51.5,25.3,937,0,74,11,0.01,0.02,0.1,0,0,0,0.1,0,0,7,26,3,941,0,0,0,0.82,0,0,0,0,0,0,0,0,0,0,0,0,,0,0.1,0.44,N/A,"Used average of phytate values for peanut and palm kernel oils; used choline, DHA, EPA, DPA, and eaa values from peanut oil","Margarine, fortified with vitamin A and D (Nigeria)",Nigeria,0,0
Red palm oil,Oils and fats,N/A,11_004 (from WA FCT),898,0,0,37,9.84,46.84,48.5,5720,0,0,15,0.01,0.02,0,0,0,0,0.1,0.2,0,2,0,0,0,0,0,0,0.28,0,0,0,0,0,0,0,0,0,0,0,0,,0,0.1,0.44,N/A,"Used phytate value for palm kernel oil; used choline, DHA, EPA, DPA, and eaa values from peanut oil","Palm oil, red",Nigeria,1,0
Peanut oil,Oils and fats,N/A,171410,884,0,0,46.2,32,78.2,16.9,0,0,0,15.69,0,0,0,0,0,0,0.1,0.03,0.01,0,0,0,0,0,0,0,0.49,0,0,0,0,0,0,0,0,0,0,0,0,,0,0.1,0.44,N/A,,"Oil, peanut, salad or cooking",Nigeria,1,0
Unfortified vegetable oil,Oils and fats,N/A,11_010 (from WA FCT),900,0,0,31.7,49.6,81.3,14.3,0,0,0,22,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0.42,0,0,0,0,0,0,0,0,0,0,0,0,,0,0.1,0.44,N/A,"Used average of phytate values for peanut and palm kernel oils; used choline, DHA, EPA, DPA, and eaa values from peanut oil","Vegetable oil, unfortified",Nigeria,1,0
Fortified vegetable oil,Oils and fats,N/A,11_031 (from WA FCT),900,0,0,31.7,49.6,81.3,14.3,800,0,0,22,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0.42,0,0,0,0,0,0,0,0,0,0,0,0,,0,0.1,0.44,N/A,"Used average of phytate values for peanut and palm kernel oils; used choline, DHA, EPA, DPA, and eaa values from peanut oil","Vegetable oil, fortified with vitamin A, 600–1000 mcg/100g (Ghana, Nigeria, Sierra Leone)",Nigeria,1,0
